ID,Source,Label,Human_annotation_median,Sentence,Category,Split
EsCoLA_3705,GDE26,1,1,Se necesita a ese ayudante.,5,train
EsCoLA_4071,GDE29,1,1,En la calle del Almirante Pinzón se encontró con Don Rafael.,3,train
EsCoLA_5101,GDE32,1,1,Los niños se han habituado a que las madres trabajen.,5,train
EsCoLA_9132,GDE52,0,0,Lo tengo muchas veces.,3,train
EsCoLA_4431,GDE30,1,1,María le quitó la diadema a Adriana.,14,train
EsCoLA_4692,GDE32,1,1,Dice que todos están conformes.,8,train
EsCoLA_5755,GDE36,1,1,Es muy normal nadar y guardar la ropa.,10,train
EsCoLA_1308,GDE12,1,1,Recuerdo uno que había en el salón.,7,train
EsCoLA_2694,GDE19,0,0,Hasta ello me molesta.,14,train
EsCoLA_5919,GDE36,1,1,Hicieron analizar el plasma a un especialista.,4,train
EsCoLA_4898,GDE32,0,0,Oyó venirlo.,14,train
EsCoLA_7902,GDE47,1,1,El jueves hablamos con la chica que se encargaría dentro de una semana de los certificados.,7,train
EsCoLA_8508,GDE50,1,1,Necesito cualquier libro que tenga ilustraciones de Miró.,14,train
EsCoLA_3578,GDE25,1,1,El rosal floreció.,5,train
EsCoLA_65,GDE01,1,1,Buscábamos entre la paja del gallinero.,11,train
EsCoLA_9546,GDE57,1,1,Si saco la oposición me dedicaré al desempeño del cargo.,12,train
EsCoLA_2806,GDE19,0,0,¿A quién lo viste?,14,train
EsCoLA_2254,GDE17,1,1,Teo conoce párrocos mejores que Luis.,13,train
EsCoLA_3933,GDE28,1,1,Condenan a un narcotraficante.,4,train
EsCoLA_4249,GDE30,1,1,Sedujo a una rubia.,4,train
EsCoLA_5525,GDE35,1,1,Su abuela no había ido a Madrid.,3,train
EsCoLA_7031,GDE40,1,1,La ambulancia tardó apenas unos minutos.,9,train
EsCoLA_9371,GDE53,1,1,Se proyectó un reportaje contando lo sucedido en China.,3,train
EsCoLA_9033,GDE52,1,1,"Para entonces, ya estaríamos bajando hacia la selva.",9,train
EsCoLA_8130,GDE48,1,1,Pedro nos va a ayudar al acabar él su informe.,10,train
EsCoLA_6528,GDE38,0,1,Las aguas bajan azules.,2,train
EsCoLA_3535,GDE24,0,1,Patty les dejó crecer.,10,train
EsCoLA_8226,GDE48,1,1,"Al acertar Juan la respuesta, Carlos prorrumpió en aplausos.",10,train
EsCoLA_809,GDE07,1,1,Lo hará como pueda.,14,train
EsCoLA_5582,GDE35,0,0,Examinó que si se puede hacer eso.,7,train
EsCoLA_4192,GDE30,1,1,No notificó el resultado a los familiares sino al cura.,12,train
EsCoLA_4622,GDE31,1,1,Me sorprendió las novelas que lee.,7,train
EsCoLA_8691,GDE51,1,1,Juan debe leer mi libro.,9,train
EsCoLA_4357,GDE30,1,1,Juan jugó un partido de tenis contra María.,3,train
EsCoLA_8317,GDE48,0,0,Cantó la escena final de Salomé hasta bajar al mercado.,10,train
EsCoLA_10042,GDE61,0,0,No creo que viene.,9,train
EsCoLA_7250,GDE41,1,1,Abunda en esa región el colibrí o pájaro mosca.,12,train
EsCoLA_3615,GDE25,1,0,Juan ríe la risa de un niño.,5,train
EsCoLA_5143,GDE32,0,0,Lo insisto.,14,train
EsCoLA_5135,GDE32,1,1,Medio mundo se quejó de ello.,5,train
EsCoLA_4502,GDE30,1,1,Se me aclaró la situación.,14,train
EsCoLA_7425,GDE42,1,1,Tengo un pantalón y una corbata negros.,14,train
EsCoLA_9443,GDE56,1,1,"Me gusta, pero porque no me parece caro.",12,train
EsCoLA_5877,GDE36,0,0,Estas arias se lamentan cantar por la radio.,10,train
EsCoLA_2710,GDE19,0,0,Ha visto a mí.,14,train
EsCoLA_7255,GDE41,0,0,Dice que o vengas o te mata.,12,train
EsCoLA_4988,GDE32,1,1,Me confesó ganar mucho dinero.,10,train
EsCoLA_6951,GDE40,0,0,No conozco libro de matemáticas alguno que discuta este teorema.,9,train
EsCoLA_2193,GDE17,1,1,La compra de más armas por parte de Israel a los EEUU que por parte de Siria a la URS agravó el conflicto.,13,train
EsCoLA_9896,GDE60,1,1,Te estoy prometiendo venir.,9,train
EsCoLA_6591,GDE38,0,1,¿Cómo cayó el niño?,7,train
EsCoLA_3497,GDE24,1,1,Juan le envió un regalo a María.,14,train
EsCoLA_8561,GDE50,1,1,Luis no asistió a la conferencia porque estaba resfriado.,12,train
EsCoLA_7113,GDE41,1,1,¿Y a dónde fuiste?,7,train
EsCoLA_4260,GDE30,1,1,"Si a alguien pertenece este edificio, es a los sindicatos.",4,train
EsCoLA_8598,GDE50,1,1,Ha suspendido la oposición; y eso que se pasó semanas y semanas estudiando.,14,train
EsCoLA_1263,GDE12,0,0,Les cobrarán algunas tres mil pesetas por persona.,13,train
EsCoLA_2604,GDE19,1,1,A Juan lo hemos visto.,14,train
EsCoLA_106,GDE01,0,0,Hay una falda verde clara.,11,train
EsCoLA_1470,GDE12,0,0,Un ningún amigo me traicionó.,13,train
EsCoLA_435,GDE04,1,1,Madrid está habitado por cuatro millones de personas.,4,train
EsCoLA_2469,GDE17,1,1,Juan es el chico que más libros compró.,13,train
EsCoLA_9747,GDE58,1,1,"Ven, muerte, tan escondida que no te sienta conmigo.",12,train
EsCoLA_274,GDE04,1,1,Unas veces estaba contenta de su última novela y otras veces no lo estaba.,14,train
EsCoLA_2685,GDE19,1,0,Ello sucedió así.,14,train
EsCoLA_8526,GDE50,1,1,Los pocos alumnos que saben alemán han traducido el texto.,14,train
EsCoLA_6968,GDE40,1,1,Durante toda mi vida no escuche semejante disparate.,9,train
EsCoLA_1994,GDE16,0,0,Dos horas fueron cantadas por la artista.,5,train
EsCoLA_769,GDE07,1,1,"Un individuo, que vestía con desaliño, se dirigió a nosotros.",7,train
EsCoLA_6911,GDE40,1,1,No conozco ningún periodista que haya estado jamás en el Tíbet.,9,train
EsCoLA_1850,GDE16,0,0,Juan y Ana conducían respectivos coches.,13,train
EsCoLA_7742,GDE43,1,1,Luis quería que Alfredo hiciera mañana todos los exámenes.,8,train
EsCoLA_8961,GDE51,0,0,Hay que llover.,9,train
EsCoLA_2294,GDE17,1,0,Gastó igual de dinero en Roma que yo en Oslo,13,train
EsCoLA_3628,GDE25,1,1,En este teatro cantan artistas famosos.,5,train
EsCoLA_6367,GDE37,0,0,¿A quién dices que invitar demuestra una gran cortesía por mi parte?,7,train
EsCoLA_7112,GDE41,0,0,Prefiere que traigas el sobre en persona y que te firman un recibo.,12,train
EsCoLA_8074,GDE48,1,1,¿Cuándo lo conociste? Hace un año.,3,train
EsCoLA_558,GDE05,1,1,La misma Guadalupe negó esa posibilidad.,11,train
EsCoLA_4127,GDE30,1,1,¿A quiénes puso freno?,7,train
EsCoLA_2050,GDE16,0,1,Varios del equipo se fueron.,13,train
EsCoLA_2620,GDE19,1,1,Se irá usted acostumbrando al clima paulatinamente.,9,train
EsCoLA_5256,GDE32,1,1,Los atletas fueron perdonados por haber perdido la copa.,5,train
EsCoLA_5153,GDE32,1,1,El problema reside en que no queda tiempo para hacerlo.,12,train
EsCoLA_4235,GDE30,1,1,María alcanzó a sus primas.,4,train
EsCoLA_2037,GDE16,0,0,Coge muchos libros cualesquiera.,13,train
EsCoLA_8648,GDE50,1,1,Seguro que se alegraron cuando regresaron de vacaciones.,14,train
EsCoLA_2466,GDE17,1,1,"Más que en aquella librería, Juan compró el libro en esta.",13,train
EsCoLA_10117,GDE62,1,1,Me extraña qué películas ha visto.,7,train
EsCoLA_10252,GDE65,0,0,Como es este informe es policial.,7,train
EsCoLA_1192,GDE12,1,0,Todos los con que vuestra merced ha enviado dineros han sido hombres de verdad.,7,train
EsCoLA_5139,GDE32,1,1,Se habló de que iban a vender la fábrica.,14,train
EsCoLA_1517,GDE13,1,1,¿Desde cuándo es usted ciudadano de los Estados Unidos de América?,7,train
EsCoLA_7520,GDE42,1,1,"Tú sabes mucho, pero ellas conocen del caso el triple que tú.",13,train
EsCoLA_5920,GDE36,1,1,Hicieron analizar el plasma por un especialista.,4,train
EsCoLA_671,GDE05,0,0,Hay tres justicias.,13,train
EsCoLA_8131,GDE48,0,1,"Al acabar él su informe, Pedro nos va a ayudar.",10,train
EsCoLA_3889,GDE27,1,1,Me falta café.,14,train
EsCoLA_4885,GDE32,1,1,Lo espero conseguir.,14,train
EsCoLA_6380,GDE37,0,0,La fiesta está en la segunda planta.,14,train
EsCoLA_1478,GDE13,0,0,Ha llegado hombre.,13,train
EsCoLA_2656,GDE19,1,1,Mis padres son él médico y ella arquitecta.,6,train
EsCoLA_5085,GDE32,1,1,Su mal humor se debe a que no le hayan dado todo lo que pensaba obtener.,5,train
EsCoLA_2930,GDE20,1,1,Ana funciona mejor si la supervisan.,12,train
EsCoLA_1904,GDE16,1,1,Sabe algo de cálculo y poco más.,13,train
EsCoLA_4293,GDE30,1,1,Leí un libro para los niños.,4,train
EsCoLA_4144,GDE30,0,0,Le acarició la mano para la chica.,4,train
EsCoLA_3851,GDE27,1,1,En esta casa parece haber fantasmas.,2,train
EsCoLA_3751,GDE26,1,1,Se dan caramelos a los niños.,4,train
EsCoLA_10385,GDE65,1,1,Juan va al cine tres veces a la semana.,3,train
EsCoLA_4084,GDE30,1,1,¿Quién envió rosas ayer a María?,7,train
EsCoLA_6344,GDE37,1,1,El problema soy yo.,2,train
EsCoLA_3630,GDE25,1,1,En la universidad perduran los problemas.,5,train
EsCoLA_4090,GDE30,1,1,"No fue Pepe, sino Ramón quien envió rosas ayer a María.",9,train
EsCoLA_8133,GDE48,0,0,"Cuando él llegó a casa, Juan estaba borracho.",6,train
EsCoLA_2171,GDE17,1,1,Conozco más partidarios que detractores de Mario.,13,train
EsCoLA_1814,GDE16,1,1,Todos los candidatos acudieron al mitin en grupos.,13,train
EsCoLA_1997,GDE16,1,1,El tendero pesó las manzanas.,1,train
EsCoLA_6659,GDE38,1,1,María se hizo rica.,3,train
EsCoLA_6431,GDE37,1,1,"Cuando María habla francés, lo habla muy bien.",14,train
EsCoLA_7954,GDE47,1,1,Todos ayudaron a Juan mientras pintó su casa.,3,train
EsCoLA_7777,GDE43,0,0,Luisa no hizo los deberes y María no.,9,train
EsCoLA_6155,GDE36,0,0,Ama a un hombre en quien confiar.,10,train
EsCoLA_913,GDE07,1,1,La novela a que se refiere fue escrita al comienzo de su carrera.,7,train
EsCoLA_1112,GDE08,1,1,Luis entró vestido de mujer.,11,train
EsCoLA_9923,GDE60,1,1,"No declaro la guerra, me niego a ello.",9,train
EsCoLA_9022,GDE52,1,1,Llevo esperándote dos horas.,3,train
EsCoLA_541,GDE05,0,0,Me fascina la.,14,train
EsCoLA_5204,GDE32,0,1,El viento la arrastraba a caminar más de prisa.,14,train
EsCoLA_2644,GDE19,0,0,Yo quiero hacerlo la responsable.,14,train
EsCoLA_7817,GDE43,0,1,No pienso decir qué prueba concluyente es cierto que ha alegado.,7,train
EsCoLA_8098,GDE48,0,0,¿Qué ciudad hace varios años desde que fuiste?,3,train
EsCoLA_9431,GDE54,1,1,"Como se le ha hecho tarde, mi primo no vendrá hoy.",12,train
EsCoLA_6928,GDE40,1,1,No escribo esto para que lo lea ningún especialista.,9,train
EsCoLA_4717,GDE32,1,1,No me pasa nunca nada.,9,train
EsCoLA_8092,GDE48,1,1,Hace un mes desde que acabé la carrera y ya he encontrado trabajo.,3,train
EsCoLA_3286,GDE23,1,1,Son distintos entre sí.,6,train
EsCoLA_2480,GDE17,0,1,Teo vio esa obra en más cines que en teatros la vio Ana.,13,train
EsCoLA_1077,GDE08,0,0,Esta perla de vigilante nocturno que hemos contratado siempre está dormida.,14,train
EsCoLA_7599,GDE42,1,1,¿Quiénes conocéis el informe?,14,train
EsCoLA_7457,GDE42,0,0,Se le ven unas patas del gallo horrorosa.,14,train
EsCoLA_9724,GDE58,1,0,Viene que no vive.,12,train
EsCoLA_474,GDE04,0,0,Es un difícil de solucionar problema.,10,train
EsCoLA_6983,GDE40,1,1,Juan negó tener nada que ver con el escabroso asunto del robo.,9,train
EsCoLA_5506,GDE34,0,0,La prueba está que no había nadie.,2,train
EsCoLA_10457,GDE65,0,0,Mañana es voy.,7,train
EsCoLA_8249,GDE48,0,1,No le he vuelto a ver desde cuando le conté la verdad y le dije que me iba.,3,train
EsCoLA_10196,GDE65,1,1,Lo que Juan no come es queso.,7,train
EsCoLA_1484,GDE13,1,1,Nombraron delegado a Pablo.,13,train
EsCoLA_9002,GDE52,1,1,Andaba buscándolo.,9,train
EsCoLA_1588,GDE15,1,1,Te creía mía.,13,train
EsCoLA_4349,GDE30,1,1,Juan le envió una tortuga a María.,14,train
EsCoLA_3883,GDE27,1,1,Nos dieron las dos borrachos.,3,train
EsCoLA_4950,GDE32,1,1,Se ha convenido que el trabajo se reparta entre todos.,5,train
EsCoLA_2576,GDE19,1,1,Le gusta el cine a Juan.,14,train
EsCoLA_5358,GDE34,0,0,Algunos se empeñan de que tenemos que ir todos los domingos al campo.,14,train
EsCoLA_8777,GDE51,1,1,¿La policía puede torturar?,9,train
EsCoLA_8750,GDE51,1,1,Vino a decirme a casa que me buscaban.,9,train
EsCoLA_2030,GDE16,0,1,Había todos los peligros imaginables.,13,train
EsCoLA_3137,GDE23,0,1,Ana escribió una carta a sí misma y a la humanidad.,6,train
EsCoLA_7486,GDE42,0,0,"Irrumpieron dos niños con una mujer en el salón, esta desgreñada y aquel chillando como locos.",14,train
EsCoLA_9182,GDE53,1,1,Los niños de María lloran haciendo pucheros.,3,train
EsCoLA_3180,GDE23,1,1,La caja contiene diez libros.,1,train
EsCoLA_4367,GDE30,1,1,Esta experiencia le es amarga a un padre.,14,train
EsCoLA_7171,GDE41,1,1,El conde de Montecristo y Los tres mosqueteros son para Daniel y para Darío respectivamente.,12,train
EsCoLA_795,GDE07,0,0,El quien te dijo eso no conoce las raíces del conflicto.,7,train
EsCoLA_5928,GDE36,1,1,El frío hacía temblar a Juan.,4,train
EsCoLA_6067,GDE36,1,1,El presidente es partidario de rebajar los impuestos.,10,train
EsCoLA_7341,GDE42,0,0,A él no vi.,14,train
EsCoLA_6275,GDE36,1,1,Quiero estar bueno.,10,train
EsCoLA_1076,GDE08,1,1,Esta perla de vigilante nocturno que hemos contratado siempre está dormido.,14,train
EsCoLA_3167,GDE23,1,1,Juan puede acordarse de ello.,5,train
EsCoLA_1276,GDE12,1,1,Por la ventana se veía un cielo plomizo.,11,train
EsCoLA_6297,GDE36,0,0,Su infatigable haber tomado el rábano por las hojas sorprendió.,10,train
EsCoLA_3435,GDE24,1,1,Me suspendieron al niño de la escuela.,14,train
EsCoLA_2045,GDE16,0,0,Escribió una cierta novela de misterio.,13,train
EsCoLA_4713,GDE32,1,1,Los funcionarios resulta que engañan a la base.,8,train
EsCoLA_3143,GDE23,0,0,Juan habla a menudo a ella.,6,train
EsCoLA_8695,GDE51,1,1,Se tienen que discutir los problemas.,9,train
EsCoLA_5546,GDE35,1,1,Mario dijo: «¿Cómo y cuándo llegaron los moros a España?»,7,train
EsCoLA_10016,GDE61,1,1,¿Qué color te gusta más?,7,train
EsCoLA_5782,GDE36,1,1,Las niñas parecen rendir más que los niños.,10,train
EsCoLA_9785,GDE58,0,1,Le juro a usted que la estrecho entre mis manos y tanta es la cólera a que me mueve su infame proceder.,12,train
EsCoLA_7934,GDE47,1,1,Juan arreglará su casa antes de que María viva en ella.,3,train
EsCoLA_8110,GDE48,1,1,Juan llegó cuando yo estaba en la cocina.,3,train
EsCoLA_1621,GDE15,0,0,Juana me lavó el pelo de seda.,6,train
EsCoLA_9662,GDE58,1,1,Vinieron tantos amigos que no cabían en el local.,12,train
EsCoLA_9578,GDE57,1,1,"Si quiere más información, nuestro número consta en la tarjeta.",12,train
EsCoLA_3279,GDE23,1,1,Sueñan el uno con el otro.,6,train
EsCoLA_3481,GDE24,1,1,A Lucy se refería Otto.,5,train
EsCoLA_1957,GDE16,1,1,Juan no es nada gracioso.,9,train
EsCoLA_3372,GDE24,1,1,Antonio murió en el hospital una muerte piadosa.,3,train
EsCoLA_6070,GDE36,0,0,Puro comprar y comprar es todo.,10,train
EsCoLA_7873,GDE47,1,1,¡Vaya! No sabía que estuviera embarazada.,8,train
EsCoLA_8369,GDE49,1,1,¿Quién ha venido?,7,train
EsCoLA_6457,GDE37,0,0,Ana me parece enfermera.,2,train
EsCoLA_909,GDE07,0,0,Le regalé una pluma con que había escrito algunas de mis novelas.,7,train
EsCoLA_4761,GDE32,1,1,A nosotros no nos interesa leer la novela en traducción.,14,train
EsCoLA_3724,GDE26,1,1,Se reclutó a los soldados.,5,train
EsCoLA_6687,GDE38,1,1,Su colección vale varios millones.,13,train
EsCoLA_9052,GDE52,1,1,Está lloviendo.,9,train
EsCoLA_7614,GDE42,1,1,Un tercio de los socios se dio de baja.,14,train
EsCoLA_1769,GDE16,1,1,Juan y Pedro son vecinos.,2,train
EsCoLA_3518,GDE24,1,0,Se lo llevó una caja.,14,train
EsCoLA_335,GDE04,0,0,Era propenso.,2,train
EsCoLA_9374,GDE53,0,1,El artículo condenando el atentado es el mío.,3,train
EsCoLA_733,GDE06,0,0,Ocurrió su exportación cubana.,11,train
EsCoLA_6203,GDE36,1,1,¿Qué hay de comer?,10,train
EsCoLA_6849,GDE40,0,0,No recuerdo quién ha venido nunca a visitarme.,9,train
EsCoLA_5026,GDE32,1,1,Eva me objetó eso.,14,train
EsCoLA_1490,GDE13,1,1,El verbo es el núcleo del sintagma verbal.,13,train
EsCoLA_6168,GDE36,1,1,No sé a qué clase quedarme.,10,train
EsCoLA_5137,GDE32,1,1,La hipótesis proviene de esto.,4,train
EsCoLA_9941,GDE60,1,1,Vendré mañana.,3,train
EsCoLA_7281,GDE41,1,1,"Quieres usar la cámara, pero no sabes.",12,train
EsCoLA_718,GDE06,0,0,Ocurrió el invento por el profesor Franz.,4,train
EsCoLA_9434,GDE54,0,1,No ha sufrido tanto que no pueda aguantar un poco más.,12,train
EsCoLA_4006,GDE28,0,0,Busco un secretario que me redacta las cartas.,7,train
EsCoLA_8973,GDE51,0,0,Llegué a amigo tuyo.,9,train
EsCoLA_4860,GDE32,1,1,El director lamenta profundamente que el artista renuncie a la escena.,8,train
EsCoLA_2660,GDE19,1,1,"Me sorprendo a veces hablando como una cotorra, sin saber lo que digo.",3,train
EsCoLA_5397,GDE34,1,1,Me informaron de que había mucha gente.,14,train
EsCoLA_2493,GDE17,0,0,Había los cubiertos que te regalaron.,7,train
EsCoLA_6075,GDE36,0,0,La Traviata no desea ser cantada por esta soprano.,5,train
EsCoLA_10266,GDE65,1,1,Como salieron Juan y Pedro fue dispuestos a todo.,11,train
EsCoLA_8738,GDE51,1,1,El profesor dejó a los niños que salieran al recreo.,8,train
EsCoLA_9342,GDE53,1,1,Fotografiaron al rey saludando a los embajadores.,3,train
EsCoLA_2213,GDE17,1,1,Juan compró más de veinte libros.,13,train
EsCoLA_10004,GDE60,1,1,"¿Quieres cerrar, por favor?",10,train
EsCoLA_10184,GDE62,0,0,Casa socorro es.,2,train
EsCoLA_5015,GDE32,1,1,Me impidió de repente hacer esto.,14,train
EsCoLA_4454,GDE30,1,1,Se recorre 30 kilómetros diarios.,5,train
EsCoLA_4134,GDE30,0,1,Le envió una postal para Pepe.,14,train
EsCoLA_4119,GDE30,1,1,La policía comunicó el hallazgo a los familiares.,4,train
EsCoLA_5133,GDE32,1,1,Se lamentaba de no haberse entregado meses antes a Antonio.,10,train
EsCoLA_1200,GDE12,0,0,No sabemos a quién el encargarle el trabajo.,7,train
EsCoLA_1037,GDE08,0,0,"¿Han leído a Baudelaire, enfermo de sífilis?",3,train
EsCoLA_5749,GDE36,0,0,Nos es probable que aquí arreglen coches.,14,train
EsCoLA_473,GDE04,0,0,Es un difícil problema de solucionar.,10,train
EsCoLA_4983,GDE32,1,1,Juan me precisó que todos los gastos corrían a cargo del ministerio.,8,train
EsCoLA_3216,GDE23,1,1,Los dos coches chocaron el uno con el otro.,6,train
EsCoLA_2337,GDE17,1,1,Juan no compró ningún libro más que «La Busca».,9,train
EsCoLA_9449,GDE56,0,0,No hemos perdido el tren para venir con tiempo.,12,train
EsCoLA_10441,GDE65,1,1,La oración va encabezada por una conjunción.,4,train
EsCoLA_1439,GDE12,0,0,Había los alumnos en la reunión.,13,train
EsCoLA_498,GDE04,0,0,Son ayudas oficiales difíciles de seguir pagando.,10,train
EsCoLA_7395,GDE42,0,0,Cualquiera de lo que digas se usará en tu contra.,14,train
EsCoLA_2467,GDE17,1,1,Prefiero conversar con Luis que con Teo.,13,train
EsCoLA_1828,GDE16,1,1,El chico cabe en el hueco encorvado.,14,train
EsCoLA_759,GDE07,1,1,"El periodista, quien dio la noticia en primicia, lleva tres días desaparecido.",7,train
EsCoLA_746,GDE07,1,1,La India que obtuvo la independencia hace medio siglo no tiene mucho que ver con la actual.,7,train
EsCoLA_1820,GDE16,1,1,Las oraciones son todas iguales.,13,train
EsCoLA_9527,GDE56,1,0,Se han levantado vallas altas en orden a garantizar la seguridad.,3,train
EsCoLA_4568,GDE31,1,1,"Ese nombre, ¿cómo se escribe?",7,train
EsCoLA_2571,GDE19,1,1,Le duele la cabeza a Juan.,14,train
EsCoLA_3850,GDE27,1,1,Parece haber fantasmas en esta casa.,2,train
EsCoLA_8260,GDE48,1,1,María entra y sale de la habitación desde las tres sin interrupción.,3,train
EsCoLA_589,GDE05,1,1,Estos días así no sé qué tienen que todo se agolpa.,7,train
EsCoLA_10260,GDE65,1,1,Lo que Juan es es un idiota.,7,train
EsCoLA_4483,GDE30,1,1,Javi ya se nos afeita el bigote.,14,train
EsCoLA_8326,GDE48,0,0,Juan amaba a Salomé durante varios años.,3,train
EsCoLA_3047,GDE21,1,0,"Si no tenían más platos, pues se les pedían a la vecina.",14,train
EsCoLA_2255,GDE17,1,1,Teo conoce párrocos que son mejores que Luis.,13,train
EsCoLA_4275,GDE30,1,1,Le copió los apuntes a la profesora.,14,train
EsCoLA_9521,GDE56,1,1,"Trabajar con ella es como unas vacaciones, para darte un ejemplo.",10,train
EsCoLA_285,GDE04,0,0,Hay gente contenta nunca.,9,train
EsCoLA_636,GDE05,1,1,"El hombre, con el sombrero entre las manos, nos miraba fijamente.",3,train
EsCoLA_2795,GDE19,1,1,Le fue imposible llegar.,10,train
EsCoLA_6189,GDE36,0,1,Las lavadoras están a buen precio sin pintar.,10,train
EsCoLA_2015,GDE16,1,1,El edificio tiene un ancho de doscientos metros.,13,train
EsCoLA_8350,GDE49,1,1,No cree que viniera ayer.,8,train
EsCoLA_5304,GDE33,1,1,La solicitud de Ramírez de acompañar al juez le pareció extraña.,3,train
EsCoLA_1678,GDE15,0,0,En el jardín sólo había mi silla.,13,train
EsCoLA_9935,GDE60,1,1,Te veo venir.,10,train
EsCoLA_7928,GDE47,1,1,El concursante de Burgos encontró las llaves del coche después de que el tiempo se acabara.,3,train
EsCoLA_7454,GDE42,1,1,El flautista hizo sonar la flauta por casualidad.,3,train
EsCoLA_3525,GDE24,1,1,Se me murió el perrito.,14,train
EsCoLA_468,GDE04,1,1,Fue ilimitado.,2,train
EsCoLA_5970,GDE36,1,1,Sus palabras me invitaron a reflexionar.,10,train
EsCoLA_1553,GDE13,1,1,"Al salir de prisión, le fue difícil encontrar trabajo.",10,train
EsCoLA_3910,GDE27,0,0,Lo es que haya venido.,8,train
EsCoLA_8120,GDE48,0,0,Fue cuando me di cuenta de que no tenía billete cuando estaba a punto de coger el tren.,3,train
EsCoLA_1230,GDE12,1,0,Lo interesante que es ese libro.,11,train
EsCoLA_7755,GDE43,1,1,Estudió la carrera en Santiago.,3,train
EsCoLA_5757,GDE36,0,0,Le es una locura conducir borracho.,10,train
EsCoLA_2962,GDE20,1,1,"Cuando Juan trabaja, él no bebe pero los demás sí lo hacen.",6,train
EsCoLA_4174,GDE30,1,1,Llamaron a la policía.,4,train
EsCoLA_2855,GDE19,0,0,Te lo aconsejaron llamar.,14,train
EsCoLA_3314,GDE23,1,1,Los dos trabajan juntos.,3,train
EsCoLA_6891,GDE40,1,1,Juan no tiene siempre sueño.,9,train
EsCoLA_10361,GDE65,0,0,Hasta quien lo sabe es hasta ella.,6,train
EsCoLA_9654,GDE58,0,0,Habla con vehemencia que convence.,12,train
EsCoLA_2209,GDE17,0,0,"A fin de conseguir más puntos positivos que puntos negativos recibir, Juan cambió la estrategia de juego.",12,train
EsCoLA_7766,GDE43,1,1,"Si yo merezco un aplauso, tú una ovación.",14,train
EsCoLA_347,GDE04,1,1,Esta oración es sencilla.,2,train
EsCoLA_6884,GDE40,1,1,"No quiero que me ayudes, sino que lo hagas tú solo.",9,train
EsCoLA_10527,GDE65,0,1,Son Juan y el coche quienes me han estropeado la tarde.,7,train
EsCoLA_7398,GDE42,1,1,Manifestaron cierto estupor.,13,train
EsCoLA_2799,GDE19,1,1,Lo es.,14,train
EsCoLA_2113,GDE17,0,0,Juan compró menos libros de los veinte que vendía Luis.,13,train
EsCoLA_4897,GDE32,1,1,¿Fue esa noche cuando vi discutir por vez primera a tío Luis y a tu hermana?,10,train
EsCoLA_5377,GDE34,1,1,Nos advirtieron de eso.,4,train
EsCoLA_9370,GDE53,1,1,A lo lejos se oía una voz pidiendo auxilio.,3,train
EsCoLA_6723,GDE39,1,1,Felices sean los pobres de espíritu.,2,train
EsCoLA_110,GDE01,0,0,Tiene ojos azul verdosos.,11,train
EsCoLA_1521,GDE13,0,0,Madrid es capital de España.,13,train
EsCoLA_9784,GDE58,1,1,¿Tan rojas son en esa época del año?,7,train
EsCoLA_4528,GDE31,1,1,"¿Quieres libros, revistas, o periódicos?",7,train
EsCoLA_4511,GDE30,0,0,Debe la pertenencia de esto a los sindicatos.,4,train
EsCoLA_10452,GDE65,1,0,Yo quiero es que vamos.,7,train
EsCoLA_3022,GDE21,0,0,A esa casa se han limpiado las ventanas.,14,train
EsCoLA_10534,GDE65,0,0,Es yo quien lo he visto.,7,train
EsCoLA_5539,GDE35,1,1,Quería saber cuántas charlas planeaban los estudiantes.,7,train
EsCoLA_2654,GDE19,1,1,Juan escribe él mismo los discursos.,6,train
EsCoLA_4750,GDE32,1,1,Ocurre que el profesor está enfermo.,8,train
EsCoLA_9402,GDE54,1,1,"Aunque sea tarde, me quedaré un poco más.",12,train
EsCoLA_780,GDE07,0,0,Tiene los celos.,1,train
EsCoLA_6219,GDE36,1,1,Yo tuve un compañero al año y medio de estar trabajando allí.,9,train
EsCoLA_3960,GDE28,1,1,Conoció a un músico de jazz en una hora.,3,train
EsCoLA_3254,GDE23,1,1,Estos chicos se admiran.,5,train
EsCoLA_6949,GDE40,1,1,La asamblea no planteó problema alguno a la propuesta.,9,train
EsCoLA_6529,GDE38,1,1,Juan habló con dolor de cabeza.,3,train
EsCoLA_8431,GDE49,1,1,No impidió que se marchara.,8,train
EsCoLA_5684,GDE35,1,1,¿No lo quieres acompañar?,7,train
EsCoLA_8296,GDE48,0,0,Lo estoy esperando de tres.,3,train
EsCoLA_9384,GDE53,1,1,Han visto a Jorge Sanz haciendo de basurero.,3,train
EsCoLA_3012,GDE21,1,1,Se busca una secretaria de dirección.,5,train
EsCoLA_10423,GDE65,1,1,Juan es más alto que Pedro.,13,train
EsCoLA_2194,GDE17,0,1,¿Por parte de qué país agravó el conflicto la compra de armas a los EEUU?,7,train
EsCoLA_1722,GDE16,1,1,Todos los hombres creen que una mujer bellísima se fijará en ellos.,13,train
EsCoLA_1090,GDE08,0,0,Son unos médicos.,2,train
EsCoLA_6704,GDE38,1,1,El cambio de autoridades implicará un gran cambio.,3,train
EsCoLA_4876,GDE32,1,0,Aprovechemos que la fruta esté a buen precio para comprar más.,8,train
EsCoLA_4183,GDE30,1,1,Se lo notificó.,14,train
EsCoLA_8846,GDE51,0,0,"Aunque sea dentro de veinte años, ese dinero me lo tendrás devolver.",9,train
